City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Mbarara,UG,-0.608,30.65,63.1,90,43,2.13,light rain
465,Haines Junction,CA,60.7522,-137.5108,48.88,63,100,5.75,overcast clouds
466,Peachland,CA,49.7665,-119.7357,66.67,46,99,5.01,overcast clouds
467,Toppenish,US,46.3774,-120.3087,72.86,44,65,22.48,broken clouds
468,Mercedes,AR,-34.6515,-59.4307,72.86,64,16,11.86,few clouds
469,Salta,AR,-24.7859,-65.4117,67.57,63,69,4.0,broken clouds
470,Mount Gambier,AU,-37.8333,140.7667,51.31,82,89,6.96,overcast clouds
471,Concepcion Del Oro,MX,24.6333,-101.4167,81.12,26,5,2.3,clear sky
472,Castelo,BR,-20.6036,-41.1847,78.28,82,77,3.69,broken clouds
473,Albertville,US,34.2676,-86.2089,81.3,72,1,1.01,clear sky
474,Saldanha,ZA,-33.0117,17.9442,57.94,89,80,9.44,broken clouds
475,Lyubymivka,UA,46.8106,33.5686,66.65,60,10,6.17,clear sky
476,Krasnoturansk,RU,54.3186,91.5639,56.19,93,100,3.29,light rain
477,San Quintin,MX,30.4833,-115.95,65.01,63,0,17.47,clear sky
478,Kotagiri,IN,11.4333,76.8833,59.59,77,1,4.81,clear sky
479,Moree,AU,-29.4667,149.85,39.22,81,0,8.05,clear sky
480,Bilibino,RU,68.0546,166.4372,42.51,55,77,6.78,broken clouds
481,Bubaque,GW,11.2833,-15.8333,78.96,77,9,16.35,clear sky
482,Fairbanks,US,64.8378,-147.7164,59.09,49,75,11.5,broken clouds
483,Zelenoborsk,RU,61.4669,64.0333,43.27,58,100,3.49,overcast clouds
484,Doka,SD,13.5167,35.7667,90.66,32,50,8.86,scattered clouds
485,Zhigansk,RU,66.7697,123.3711,46.6,70,13,17.38,few clouds
486,Ndele,CF,8.4109,20.6473,73.92,82,32,4.0,scattered clouds
487,Peniche,PT,39.3558,-9.3811,74.68,80,100,13.85,overcast clouds
488,Okakarara,NA,-20.5833,17.4333,58.73,37,0,6.31,clear sky
489,Kemijarvi,FI,66.7131,27.4306,46.62,47,91,8.61,overcast clouds
490,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,85,75,11.88,broken clouds
491,Christchurch,NZ,-43.5333,172.6333,42.82,93,20,1.01,light rain
492,Oistins,BB,13.0667,-59.5333,86.09,54,40,19.57,scattered clouds
493,Xingyi,CN,24.1877,102.817,61.97,96,93,3.29,overcast clouds
494,Otane,NZ,-39.8833,176.6333,37.0,90,100,2.48,overcast clouds
495,Bandarbeyla,SO,9.4942,50.8122,79.29,82,100,25.55,overcast clouds
496,Ozernovskiy,RU,51.5,156.5167,38.23,96,100,9.71,light rain
497,Morgan City,US,29.6994,-91.2068,91.0,70,40,8.68,scattered clouds
498,Olafsvik,IS,64.8945,-23.7142,46.24,80,0,5.95,clear sky
499,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,87.89,54,25,4.09,scattered clouds
500,Tezu,IN,27.9167,96.1667,74.53,98,97,2.06,overcast clouds
501,Pangoa,PE,-12.1167,-73.0,85.5,49,96,3.58,overcast clouds
502,Quatre Cocos,MU,-20.2078,57.7625,72.09,88,42,9.24,light rain
503,Bereda,ES,43.2686,-7.5406,67.41,57,100,3.69,overcast clouds
504,Bud,US,39.447,-86.1758,82.35,61,100,8.3,overcast clouds
505,Marrakesh,MA,31.6315,-8.0083,86.07,32,40,12.66,scattered clouds
506,Piacabucu,BR,-10.4056,-36.4344,79.48,69,85,9.82,overcast clouds
507,Krasnyy Chikoy,RU,50.3643,108.7512,38.28,65,98,2.46,overcast clouds
508,Ketchikan,US,55.3422,-131.6461,53.58,56,100,7.38,overcast clouds
509,Bardiyah,LY,31.7561,25.0865,70.63,68,0,11.27,clear sky
510,Hameenlinna,FI,60.996,24.4643,53.02,93,100,3.02,overcast clouds
511,Nadvoitsy,RU,63.8667,34.3167,41.74,92,97,4.65,overcast clouds
512,Wyndham,US,37.6985,-77.6125,91.81,38,20,1.01,few clouds
513,Udachnyy,RU,66.4167,112.4,47.01,79,100,6.11,overcast clouds
514,Zharkent,KZ,44.1628,80.0,68.4,49,22,7.2,few clouds
515,Buraydah,SA,26.326,43.975,93.33,12,99,10.51,overcast clouds
516,La Massana,AD,42.5667,1.4833,61.84,84,99,2.91,overcast clouds
517,Yatou,CN,37.15,122.3833,67.91,49,100,16.35,light rain
518,Amapa,BR,1.0,-52.0,73.04,99,100,4.32,overcast clouds
519,Lompoc,US,34.6391,-120.4579,75.02,68,1,14.97,clear sky
520,Agua Dulce,MX,18.1333,-94.1333,87.58,56,68,11.01,broken clouds
521,Jacqueville,CI,5.2052,-4.4146,84.11,81,20,9.86,few clouds
522,Quba,AZ,41.3626,48.5152,56.19,77,4,4.47,clear sky
523,Saint-Gaudens,FR,43.0833,0.6667,73.13,82,40,2.37,scattered clouds
524,Denpasar,ID,-8.65,115.2167,80.26,94,75,7.99,broken clouds
525,Ammon,US,43.4696,-111.9666,68.95,38,1,1.01,clear sky
526,Gladstone,AU,-23.85,151.25,55.78,47,0,6.91,clear sky
527,Isiolo,KE,0.3546,37.5822,69.48,66,100,13.04,overcast clouds
528,Aleksandrov Gay,RU,50.147,48.5704,66.47,46,100,10.45,overcast clouds
529,Gouyave,GD,12.1646,-61.7296,84.97,70,75,18.03,broken clouds
530,Novyy Urengoy,RU,66.0833,76.6333,31.89,65,11,11.25,few clouds
531,Dawei,MM,14.0833,98.2,77.86,93,89,2.33,overcast clouds
532,Iskateley,RU,67.6803,53.1512,40.93,48,100,10.58,overcast clouds
533,Zonguldak,TR,41.25,31.8333,56.16,88,100,5.14,overcast clouds
534,Goderich,CA,43.7501,-81.7165,61.03,62,100,18.52,overcast clouds
535,Port Macquarie,AU,-31.4333,152.9167,46.36,69,0,10.6,clear sky
536,Shibetsu,JP,43.659,145.132,44.73,98,100,8.41,moderate rain
537,Merauke,ID,-8.4667,140.3333,74.86,88,100,12.59,overcast clouds
538,Bathsheba,BB,13.2167,-59.5167,86.61,54,40,18.59,scattered clouds
539,Mirabad,AF,30.4362,61.8383,91.51,14,0,14.54,clear sky
540,Hirara,JP,24.8,125.2833,82.6,84,100,9.69,overcast clouds
541,Calama,CL,-22.4667,-68.9333,59.49,55,75,20.71,broken clouds
542,Ust-Maya,RU,60.4167,134.5333,42.26,91,100,3.85,overcast clouds
543,Bayji,IQ,34.9311,43.487,93.06,12,0,9.53,clear sky
544,Saint-Pierre,RE,-21.3393,55.4781,73.08,83,90,3.44,overcast clouds
545,Goure,NE,13.9835,10.2704,85.35,6,10,5.99,clear sky
546,Kaiserslautern,DE,49.45,7.75,56.98,83,75,5.41,broken clouds
547,Lahaina,US,20.8783,-156.6825,84.2,65,20,16.11,few clouds
548,New Baltimore,US,42.6811,-82.7369,71.08,48,75,12.73,broken clouds
549,Lerwick,GB,60.1545,-1.1494,48.2,86,18,11.99,few clouds
550,Pasighat,IN,28.0667,95.3333,74.05,96,74,1.83,broken clouds
551,Auki,SB,-8.7676,160.7034,74.84,88,100,5.48,overcast clouds
552,Tazmalt,DZ,36.3868,4.3989,71.96,66,100,7.56,overcast clouds
553,Sitka,US,57.0531,-135.33,48.09,71,90,8.05,overcast clouds
554,Donskoye,RU,45.4552,41.9741,67.62,88,100,4.07,overcast clouds
555,Ballina,AU,-28.8667,153.5667,50.77,86,7,8.16,clear sky
556,Saint-Joseph,RE,-21.3667,55.6167,71.98,79,47,4.9,scattered clouds
557,Ignalina,LT,55.35,26.1667,49.73,94,90,3.76,overcast clouds
558,Kloulklubed,PW,7.0419,134.2556,83.66,80,100,9.91,overcast clouds
559,Rio Grande,BR,-32.035,-52.0986,75.31,59,0,3.67,clear sky
560,Kukurecani,MK,41.0956,21.3256,63.75,82,27,3.49,scattered clouds
561,San Policarpo,PH,12.1791,125.5072,82.08,83,16,9.15,few clouds
562,Wembley,AU,-31.9333,115.8,66.4,56,0,6.62,clear sky
563,Sur,OM,22.5667,59.5289,88.34,59,0,3.96,clear sky
564,Muisne,EC,0.6,-80.0333,82.51,83,84,12.84,broken clouds
565,Tommot,RU,58.9564,126.2925,48.22,94,100,2.28,light rain
566,Nola,IT,40.922,14.5329,66.36,74,0,4.0,clear sky
567,Karratha,AU,-20.7377,116.8463,74.89,72,89,5.61,overcast clouds
568,Sobolevo,RU,54.4299,31.8996,57.36,78,100,2.84,overcast clouds
569,Snezhnogorsk,RU,69.1933,33.2531,44.38,71,100,7.61,overcast clouds
570,Sinjar,IQ,36.3209,41.8754,85.57,14,0,3.58,clear sky
571,Ondjiva,AO,-17.0667,15.7333,63.64,34,0,5.73,clear sky
572,Iquitos,PE,-3.7481,-73.2472,89.64,62,75,4.61,broken clouds
573,Peterhead,GB,57.5058,-1.7981,53.46,87,0,10.76,clear sky
574,Vostok,RU,46.4856,135.8833,41.11,90,100,3.11,overcast clouds
575,Erie,US,42.7667,-78.6664,66.18,62,80,5.99,broken clouds
576,Kwinana,AU,-32.25,115.7667,66.54,60,3,7.25,clear sky
577,Miquelon,PM,47.0975,-56.3814,44.6,99,100,18.1,overcast clouds
578,Rio De Janeiro,BR,-22.9028,-43.2075,81.32,78,0,9.22,clear sky
579,Zhuhai,CN,22.2769,113.5678,86.05,84,20,10.47,few clouds
580,Boden,SE,65.8252,21.6886,44.6,58,65,8.05,broken clouds
581,Honiara,SB,-9.4333,159.95,76.17,87,100,3.91,overcast clouds
582,Moerai,PF,-22.4333,-151.3333,77.61,84,100,13.15,light rain
583,Eyl,SO,7.9803,49.8164,80.31,75,100,18.34,overcast clouds
584,Qaqortoq,GL,60.7167,-46.0333,57.7,50,4,4.99,clear sky
585,Castelldefels,ES,41.2779,1.9703,72.97,74,0,1.99,clear sky
586,Nueva Gerona,CU,21.8833,-82.8,83.55,66,100,10.56,overcast clouds
587,Vanimo,PG,-2.6741,141.3028,78.15,86,100,3.56,overcast clouds
588,Chapais,CA,49.7834,-74.8492,35.38,43,100,16.35,overcast clouds
589,Kyren,RU,51.6828,102.1408,48.38,72,75,1.63,broken clouds
590,Badia Polesine,IT,45.0972,11.4916,70.45,64,0,3.0,clear sky
591,Asfi,MA,32.2994,-9.2372,66.72,81,25,10.47,scattered clouds
592,Aberystwyth,GB,52.4155,-4.0829,60.78,76,100,1.81,overcast clouds
593,Nam Dinh,VN,20.4167,106.1667,80.13,89,100,4.36,overcast clouds
594,Strezhevoy,RU,60.7333,77.5889,40.98,85,25,8.99,scattered clouds
595,Liku,ID,-0.7275,119.8922,75.7,94,39,3.8,scattered clouds
596,Maceio,BR,-9.6658,-35.7353,83.64,65,40,10.27,scattered clouds
597,Elk Plain,US,47.0532,-122.3976,61.21,74,75,3.0,light rain
598,Te Anau,NZ,-45.4167,167.7167,40.12,98,100,2.33,overcast clouds
599,Atocha,BO,-20.9333,-66.2333,51.94,42,100,20.29,overcast clouds
600,Carpinteria,US,34.3989,-119.5185,86.13,65,6,7.0,clear sky
601,Kysyl-Syr,RU,63.8986,122.7617,46.98,83,17,3.56,few clouds
602,Orsk,RU,51.2049,58.5668,61.7,51,0,9.01,clear sky
603,Bulgan,MN,48.8125,103.5347,50.32,51,30,4.41,scattered clouds
604,Sitrah,BH,26.1547,50.6206,89.82,45,0,11.43,clear sky
605,San Jose,US,37.3394,-121.895,77.77,46,20,1.99,few clouds
606,Uryupinsk,RU,50.8047,42.0138,61.81,67,41,5.35,scattered clouds
607,Kalabo,ZM,-14.97,22.6814,60.6,33,0,4.99,clear sky
608,Tautira,PF,-17.7333,-149.15,82.42,71,0,6.06,clear sky
609,Mumford,GH,5.2618,-0.759,81.46,84,100,13.47,overcast clouds
610,Luganville,VU,-15.5333,167.1667,70.59,67,20,1.48,few clouds
611,Pervomaysk,UA,48.0443,30.8507,63.88,66,20,5.39,few clouds
612,Poronaysk,RU,49.2167,143.1167,37.74,93,15,1.32,few clouds
613,Zambrow,PL,52.9855,22.2432,56.19,79,100,4.43,overcast clouds
614,Lata,PT,40.1629,-8.3327,73.72,63,100,4.5,overcast clouds
615,San Juan,AR,-31.5375,-68.5364,76.73,14,100,8.03,overcast clouds
616,Bukama,CD,-9.2,25.85,68.31,49,5,2.86,clear sky
617,Mudkhed,IN,19.1667,77.5167,85.57,50,100,13.09,overcast clouds
618,Tigil,RU,57.8,158.6667,36.16,81,100,6.42,overcast clouds
619,Eureka,US,40.8021,-124.1637,68.74,75,100,4.54,overcast clouds
620,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,90.48,34,100,3.98,overcast clouds
621,Bongandanga,CD,1.5,21.05,71.64,99,100,1.36,moderate rain
622,Coos Bay,US,43.3665,-124.2179,59.99,84,90,12.66,overcast clouds
623,Honningsvag,NO,70.9821,25.9704,37.15,87,75,18.41,broken clouds
624,Teixeira,BR,-7.2228,-37.2542,81.81,46,97,16.49,overcast clouds
625,Dingtao,CN,35.0683,115.5625,72.93,32,0,15.9,clear sky
626,Bloomfield,US,40.8068,-74.1854,84.78,37,1,3.0,clear sky
627,Lorengau,PG,-2.0226,147.2712,78.13,86,100,4.94,overcast clouds
628,Hata,IN,26.7461,83.7403,74.43,95,100,18.34,heavy intensity rain
629,Aripuana,BR,-9.1667,-60.6333,94.1,31,34,0.6,scattered clouds
630,Axim,GH,4.8699,-2.2405,81.36,80,43,9.08,scattered clouds
631,Balabac,PH,7.9868,117.0645,81.68,77,92,5.48,overcast clouds
632,Miraflores,MX,19.2167,-98.8083,75.96,34,95,3.36,overcast clouds
633,Ziarat,PK,30.3823,67.7282,70.79,18,99,2.51,overcast clouds
634,Hay River,CA,60.8156,-115.7999,54.16,51,25,5.08,scattered clouds
635,Srisailam,IN,16.0833,78.8667,86.43,43,100,11.79,overcast clouds
636,Suslovo,RU,56.2167,88.1167,47.19,81,40,12.57,scattered clouds
637,Healdsburg,US,38.6105,-122.8692,86.97,31,1,1.01,clear sky
638,Adre,TD,13.4667,22.2,84.63,34,79,9.93,broken clouds
639,Boshnyakovo,RU,49.6333,142.1667,38.39,80,18,5.37,few clouds
640,Roald,NO,62.5833,6.1333,58.15,81,75,12.66,broken clouds
641,Ghanzi,BW,-21.5667,21.7833,58.17,32,1,4.56,clear sky
642,Kathmandu,NP,27.7167,85.3167,68.22,100,75,3.44,broken clouds
643,Oussouye,SN,12.485,-16.5469,81.09,55,9,10.67,clear sky
644,Sandakan,MY,5.8402,118.1179,77.14,90,41,3.0,scattered clouds
645,Santa Cruz,BO,-17.8,-63.1667,85.46,54,75,17.49,broken clouds
646,Pisco,PE,-13.7,-76.2167,64.45,94,90,4.61,overcast clouds
647,Marzuq,YE,14.4,46.4667,79.66,49,13,5.88,few clouds
648,Vilyuysk,RU,63.7553,121.6247,46.27,91,100,4.0,overcast clouds
649,Mascote,BR,-15.5631,-39.3025,82.27,51,2,6.55,clear sky
650,Ushtobe,KZ,45.2514,77.9838,69.64,57,99,9.64,overcast clouds
651,Cozumel,MX,20.5083,-86.9458,88.0,69,75,5.99,broken clouds
652,Horsham,GB,51.064,-0.3272,64.11,48,0,4.92,clear sky
653,Rocha,UY,-34.4833,-54.3333,66.47,63,3,8.63,clear sky
654,Severo-Yeniseyskiy,RU,60.3725,93.0408,42.31,85,66,12.12,light rain
655,Killybegs,IE,54.6333,-8.45,55.11,96,100,4.94,moderate rain
656,Chase,CA,50.8165,-119.6857,66.2,76,100,4.03,light rain
657,Ostrovnoy,RU,68.0531,39.5131,43.72,49,100,18.92,overcast clouds
658,Kalang,PH,5.9197,121.3631,80.22,77,100,1.34,overcast clouds
659,Maraa,BR,-1.8333,-65.3667,86.99,59,23,3.13,few clouds
660,Lannion,FR,48.75,-3.4167,57.42,82,90,8.05,overcast clouds
661,Bagdarin,RU,54.4333,113.6,41.74,92,98,3.87,light rain
662,Narsaq,GL,60.9167,-46.05,57.42,47,2,6.24,clear sky
663,Nizhneangarsk,RU,55.7833,109.55,33.08,72,1,7.36,clear sky
664,Song Phi Nong,TH,14.2241,100.0209,78.96,91,100,3.6,overcast clouds
665,Korla,CN,41.7597,86.1469,76.98,14,29,6.96,scattered clouds
666,Grajau,BR,-5.8194,-46.1386,89.31,49,15,3.22,few clouds
667,Labrea,BR,-7.2586,-64.7981,94.96,36,16,1.28,few clouds
668,Pano Aqil,PK,27.8569,69.1116,93.09,36,3,13.73,clear sky
669,Jacareacanga,BR,-6.2222,-57.7528,93.99,34,15,3.42,few clouds
670,Veraval,IN,20.9,70.3667,85.37,72,99,13.02,overcast clouds
671,Shitanjing,CN,39.2342,106.3439,56.7,25,0,4.41,clear sky
672,Aquiraz,BR,-3.9014,-38.3911,84.29,76,14,10.6,few clouds
673,Tecoanapa,MX,16.5167,-98.75,88.16,51,100,10.33,overcast clouds
674,Launceston,AU,-41.45,147.1667,44.15,71,40,1.99,scattered clouds
675,Smithers,CA,54.7804,-127.1743,52.41,58,100,5.39,overcast clouds
676,Anshun,CN,26.25,105.9333,64.54,93,100,3.31,overcast clouds
677,Changde,CN,29.0464,111.6783,70.21,86,100,8.81,overcast clouds
678,Kapuskasing,CA,49.4169,-82.4331,47.93,21,6,9.66,clear sky
679,Quesnel,CA,52.9999,-122.5029,62.74,44,100,7.23,overcast clouds
680,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,71,46,8.39,scattered clouds
681,Morondava,MG,-20.2833,44.2833,73.08,71,0,10.16,clear sky
682,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,86.2,65,25,3.27,scattered clouds
683,Inta,RU,66.0317,60.1659,36.23,59,10,4.14,clear sky
684,Waitati,NZ,-45.75,170.5667,48.79,74,100,4.52,overcast clouds
685,Torrevieja,ES,37.9787,-0.6822,68.11,71,100,5.01,overcast clouds
686,Chateaubelair,VC,13.2833,-61.25,82.92,70,20,15.82,few clouds
687,Bismarck,US,46.8083,-100.7837,44.87,75,90,8.05,overcast clouds
688,Mizdah,LY,31.4451,12.9801,86.4,17,57,12.15,broken clouds
689,Arroyo,ES,41.6096,-4.7969,75.24,43,0,5.44,clear sky
690,Yangjiang,CN,21.85,111.9667,80.06,89,96,3.2,overcast clouds
691,Maumere,ID,-8.6199,122.2111,78.82,77,13,6.24,few clouds
692,Derbent,RU,42.0678,48.2899,62.82,71,3,6.38,clear sky
693,Churapcha,RU,62.0025,132.4325,45.12,79,100,2.57,overcast clouds
694,Liepaja,LV,56.5419,21.0367,51.78,87,75,9.22,broken clouds
695,Butka,RU,56.7179,63.7866,44.92,72,8,2.89,clear sky
